ENZYMES	3.5806405544281006	18.511388301849365	0.23333333333333334	0.5804610323355567	1	 1  0  3  2  2 14  0  0  6  4  5  7  1  1  7  1  2  8  0  0  4  6  2  6
  1  0  7  2  5  9  0  0  3  2  0  9
ENZYMES	2.9830756187438965	14.285167932510376	0.23333333333333334	0.5804610323355567	1	 1  0  3  2  2 14  0  0  6  4  5  7  1  1  7  1  2  8  0  0  4  6  2  6
  1  0  7  2  5  9  0  0  3  2  0  9
ENZYMES	3.0058698654174805	17.17802381515503	0.23333333333333334	0.5858916041942474	1	 0  0  3  2  2 15  0  0  6  6  3  7  0  1  7  1  2  9  0  0  4  7  1  6
  1  0  7  2  5  9  0  0  3  2  0  9
ENZYMES	2.99845814704895	17.037957429885864	0.23333333333333334	0.5804610323355567	1	 1  0  3  2  2 14  0  0  6  4  5  7  1  1  7  1  2  8  0  0  4  6  2  6
  1  0  7  2  5  9  0  0  3  2  0  9
ENZYMES	2.9607231616973877	18.186167001724243	0.23333333333333334	0.5858916041942474	1	 0  0  3  2  2 15  0  0  6  6  3  7  0  1  7  1  2  9  0  0  4  7  1  6
  1  0  7  2  5  9  0  0  3  2  0  9
BZR	1.597559928894043	16.714636087417603	0.7901234567901234	0.6495901639344263	1	61  0 17  3
BZR	1.5796549320220947	17.192672729492188	0.7901234567901234	0.6495901639344263	1	61  0 17  3
BZR	1.6101908683776855	17.384342908859253	0.7901234567901234	0.6495901639344263	1	61  0 17  3
BZR	1.5864505767822266	16.80217456817627	0.7901234567901234	0.6495901639344263	1	61  0 17  3
BZR	1.5868897438049316	16.94114398956299	0.7901234567901234	0.6495901639344263	1	61  0 17  3
